,id,name,cumulative,pct
226,7768,"ChargedHadronPFTrackIsolationProducer::produce(edm::StreamID, edm::Event&, edm::EventSetup const&) const",0.09,0.0
227,10284,"EcalBarrelClusterFastTimer::produce(edm::StreamID, edm::Event&, edm::EventSetup const&) const",0.035,0.0
228,5428,"edm::Event::commit_(std::vector<unsigned int, std::allocator<unsigned int> > const&, edm::Hash<5>*)",0.27,0.0
229,11232,"GEMRawToDigiModule::produce(edm::StreamID, edm::Event&, edm::EventSetup const&) const",0.025,0.0
230,11850,"PFTauSecondaryVertexProducer::produce(edm::StreamID, edm::Event&, edm::EventSetup const&) const",0.02,0.0
231,8004,edm::ModuleCallingContext::getStreamContext() const,0.08,0.0
232,10282,edm::Event::setConsumer(edm::EDConsumerBase const*),0.035,0.0
233,12758,"edm::Event::Event(edm::EventPrincipal const&, edm::ModuleDescription const&, edm::ModuleCallingContext const*)",0.015,0.0
234,16570,"GEDGsfElectronValueMapProducer::produce(edm::StreamID, edm::Event&, edm::EventSetup const&) const",0.005,0.0
235,3594,"edm::FwdPtrCollectionFilter<reco::PFCandidate, reco::PdgIdSelectorHandler, reco::PFCandidateWithSrcPtrFactory>::filter(edm::Event&, edm::EventSetup const&)",0.81,0.01
236,8995,"ObjectSelector<SingleElementCollectionSelector<std::vector<reco::Vertex, std::allocator<reco::Vertex> >, StringCutObjectSelector<reco::Vertex, false>, std::vector<reco::Vertex, std::allocator<reco::Vertex> >, std::vector<reco::Vertex const*, std::allocator<reco::Vertex const*> >, helper::SelectionPointerAdder<std::vector<reco::Vertex const*, std::allocator<reco::Vertex const*> > > >, std::vector<reco::Vertex, std::allocator<reco::Vertex> >, NonNullNumberSelector, helper::NullPostProcessor<std::vector<reco::Vertex, std::allocator<reco::Vertex> >, edm::stream::EDFilter<> >, helper::CollectionStoreManager<std::vector<reco::Vertex, std::allocator<reco::Vertex> >, helper::IteratorToObjectConverter<std::vector<reco::Vertex, std::allocator<reco::Vertex> > > >, helper::ObjectSelectorBase<std::vector<reco::Vertex, std::allocator<reco::Vertex> >, edm::stream::EDFilter<> >, reco::modules::SingleElementCollectionSelectorEventSetupInit<SingleElementCollectionSelector<std::vector<reco::Vertex, std::allocator<reco::Vertex> >, StringCutObjectSelector<reco::Vertex, false>, std::vector<reco::Vertex, std::allocator<reco::Vertex> >, std::vector<reco::Vertex const*, std::allocator<reco::Vertex const*> >, helper::SelectionPointerAdder<std::vector<reco::Vertex const*, std::allocator<reco::Vertex const*> > > > > >::filter(edm::Event&, edm::EventSetup const&)",0.055,0.0
